店舗名,エリア,ウェブサイト,食べログURL,住所,Google Maps,最寄駅,評価点数
嘉怡軒,新宿区,https://tabelog.com/tokyo/A1309/A130903/13268076/,https://tabelog.com/tokyo/A1309/A130903/13268076/,東京都新宿区四谷3-1-11 福島ビル 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%9B%9B%E8%B0%B73-1-11%20%E7%A6%8F%E5%B3%B6%E3%83%93%E3%83%AB%201F,四谷三丁目駅,3.26
登亭 新宿店,新宿区,https://tabelog.com/tokyo/A1304/A130401/13022116/,https://tabelog.com/tokyo/A1304/A130401/13022116/,東京都新宿区新宿3-32-10,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%96%B0%E5%AE%BF3-32-10,新宿三丁目駅,3.48
SHELTY CAFE,新宿区,https://tabelog.com/tokyo/A1309/A130905/13290633/,https://tabelog.com/tokyo/A1309/A130905/13290633/,東京都新宿区若宮町12-4 フィルパーク神楽坂若宮 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E8%8B%A5%E5%AE%AE%E7%94%BA12-4%20%E3%83%95%E3%82%A3%E3%83%AB%E3%83%91%E3%83%BC%E3%82%AF%E7%A5%9E%E6%A5%BD%E5%9D%82%E8%8B%A5%E5%AE%AE%201F,牛込神楽坂駅,3.19
成吉思汗 狐白 新宿店,新宿区,https://tabelog.com/tokyo/A1304/A130401/13220968/,https://tabelog.com/tokyo/A1304/A130401/13220968/,東京都新宿区歌舞伎町1-2-15 ソシアルビル１F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA1-2-15%20%E3%82%BD%E3%82%B7%E3%82%A2%E3%83%AB%E3%83%93%E3%83%AB%EF%BC%91F,新宿三丁目駅,3.14
あえん 伊勢丹会館店,新宿区,https://tabelog.com/tokyo/A1304/A130401/13006107/,https://tabelog.com/tokyo/A1304/A130401/13006107/,東京都新宿区新宿3-15-17 伊勢丹会館 4F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%96%B0%E5%AE%BF3-15-17%20%E4%BC%8A%E5%8B%A2%E4%B8%B9%E4%BC%9A%E9%A4%A8%204F,新宿三丁目駅,3.45
てけてけ 新宿南口店,新宿区,https://tabelog.com/tokyo/A1304/A130401/13200901/,https://tabelog.com/tokyo/A1304/A130401/13200901/,東京都新宿区西新宿1-19-4 山本ビル 2F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E8%A5%BF%E6%96%B0%E5%AE%BF1-19-4%20%E5%B1%B1%E6%9C%AC%E3%83%93%E3%83%AB%202F,新宿駅,3.02
ディヴァーノ ワインダイニング 新宿,新宿区,https://tabelog.com/tokyo/A1304/A130401/13225760/,https://tabelog.com/tokyo/A1304/A130401/13225760/,東京都新宿区新宿3-31-1 大伸第2ビル 5F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%96%B0%E5%AE%BF3-31-1%20%E5%A4%A7%E4%BC%B8%E7%AC%AC2%E3%83%93%E3%83%AB%205F,新宿三丁目駅,3.08
とらっとりあ まる。,新宿区,https://tabelog.com/tokyo/A1309/A130903/13284833/,https://tabelog.com/tokyo/A1309/A130903/13284833/,東京都新宿区荒木町3-23 国都マンション四谷 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E8%8D%92%E6%9C%A8%E7%94%BA3-23%20%E5%9B%BD%E9%83%BD%E3%83%9E%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%B3%E5%9B%9B%E8%B0%B7%201F,四谷三丁目駅,3.08
牛犇焼肉,新宿区,https://tabelog.com/tokyo/A1305/A130503/13269859/,https://tabelog.com/tokyo/A1305/A130503/13269859/,東京都新宿区高田馬場1-26-5 2F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E9%AB%98%E7%94%B0%E9%A6%AC%E5%A0%B41-26-5%202F,高田馬場駅,3.11
シンサドン ホランイ コプチャン,新宿区,https://tabelog.com/tokyo/A1304/A130404/13266927/,https://tabelog.com/tokyo/A1304/A130404/13266927/,東京都新宿区大久保2-19-1 セントラル大久保 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%A4%A7%E4%B9%85%E4%BF%9D2-19-1%20%E3%82%BB%E3%83%B3%E3%83%88%E3%83%A9%E3%83%AB%E5%A4%A7%E4%B9%85%E4%BF%9D%201F,新大久保駅,3.29
バリラックス ザ ガーデン 新宿,新宿区,https://tabelog.com/tokyo/A1304/A130401/13004196/,https://tabelog.com/tokyo/A1304/A130401/13004196/,東京都新宿区西新宿1-26-2 新宿野村ビル B1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E8%A5%BF%E6%96%B0%E5%AE%BF1-26-2%20%E6%96%B0%E5%AE%BF%E9%87%8E%E6%9D%91%E3%83%93%E3%83%AB%20B1F,西新宿駅,3.48
てけてけ 神楽坂揚場町店,新宿区,https://tabelog.com/tokyo/A1309/A130905/13191172/,https://tabelog.com/tokyo/A1309/A130905/13191172/,東京都新宿区揚場町2-16 第二東文堂ビル B1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%8F%9A%E5%A0%B4%E7%94%BA2-16%20%E7%AC%AC%E4%BA%8C%E6%9D%B1%E6%96%87%E5%A0%82%E3%83%93%E3%83%AB%20B1F,飯田橋駅,3.04
てけてけ 高田馬場さかえ通り店,新宿区,https://tabelog.com/tokyo/A1305/A130503/13201224/,https://tabelog.com/tokyo/A1305/A130503/13201224/,東京都新宿区高田馬場3-1-6 宝来ビル 1F B1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E9%AB%98%E7%94%B0%E9%A6%AC%E5%A0%B43-1-6%20%E5%AE%9D%E6%9D%A5%E3%83%93%E3%83%AB%201F%20B1F,高田馬場駅,3.03
きらく亭,新宿区,https://tabelog.com/tokyo/A1309/A130902/13017209/,https://tabelog.com/tokyo/A1309/A130902/13017209/,東京都新宿区四谷1-3 三陽ビル　１Ｆ,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%9B%9B%E8%B0%B71-3%20%E4%B8%89%E9%99%BD%E3%83%93%E3%83%AB%E3%80%80%EF%BC%91%EF%BC%A6,四ツ谷駅,3.40
新宿 星のなる木,新宿区,https://tabelog.com/tokyo/A1304/A130401/13253342/,https://tabelog.com/tokyo/A1304/A130401/13253342/,東京都新宿区新宿3-5-4 レインボービレッジ 9F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%96%B0%E5%AE%BF3-5-4%20%E3%83%AC%E3%82%A4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%93%E3%83%AC%E3%83%83%E3%82%B8%209F,新宿三丁目駅,3.42
ラブエイジア四ツ谷,新宿区,https://tabelog.com/tokyo/A1309/A130903/13255349/,https://tabelog.com/tokyo/A1309/A130903/13255349/,東京都新宿区四谷2-9-15 サンサーラ四谷ビル B1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%9B%9B%E8%B0%B72-9-15%20%E3%82%B5%E3%83%B3%E3%82%B5%E3%83%BC%E3%83%A9%E5%9B%9B%E8%B0%B7%E3%83%93%E3%83%AB%20B1F,四ツ谷駅,3.26
ハムロ カジャ ガル,新宿区,https://tabelog.com/tokyo/A1304/A130404/13250069/,https://tabelog.com/tokyo/A1304/A130404/13250069/,東京都新宿区百人町2-14-4 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E7%99%BE%E4%BA%BA%E7%94%BA2-14-4%201F,新大久保駅,3.31
YEBISU BAR 神楽坂店,新宿区,https://tabelog.com/tokyo/A1309/A130905/13126826/,https://tabelog.com/tokyo/A1309/A130905/13126826/,東京都新宿区神楽坂2-6 PORTA神楽坂 2F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E7%A5%9E%E6%A5%BD%E5%9D%822-6%20PORTA%E7%A5%9E%E6%A5%BD%E5%9D%82%202F,飯田橋駅,3.28
Kobe Beef Dining 和牛特区,新宿区,https://tabelog.com/tokyo/A1304/A130401/13279894/,https://tabelog.com/tokyo/A1304/A130401/13279894/,東京都新宿区歌舞伎町1-29-1 東急歌舞伎町タワー 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA1-29-1%20%E6%9D%B1%E6%80%A5%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E3%82%BF%E3%83%AF%E3%83%BC%201F,西武新宿駅,3.37
肉割烹 肉かぶく,新宿区,https://tabelog.com/tokyo/A1304/A130401/13233105/,https://tabelog.com/tokyo/A1304/A130401/13233105/,東京都新宿区歌舞伎町2-22-1 ホテルシェーナ 2F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA2-22-1%20%E3%83%9B%E3%83%86%E3%83%AB%E3%82%B7%E3%82%A7%E3%83%BC%E3%83%8A%202F,東新宿駅,3.53
てけてけ 西武新宿駅前店,新宿区,https://tabelog.com/tokyo/A1304/A130401/13232521/,https://tabelog.com/tokyo/A1304/A130401/13232521/,東京都新宿区歌舞伎町1-23-10 ｼｬﾄﾚﾋﾞﾙ B1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA1-23-10%20%EF%BD%BC%EF%BD%AC%EF%BE%84%EF%BE%9A%EF%BE%8B%EF%BE%9E%EF%BE%99%20B1F,西武新宿駅,3.01
トラットリア クイント,新宿区,https://tabelog.com/tokyo/A1304/A130401/13199973/,https://tabelog.com/tokyo/A1304/A130401/13199973/,東京都新宿区歌舞伎町1-6-1 シロービル 3F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA1-6-1%20%E3%82%B7%E3%83%AD%E3%83%BC%E3%83%93%E3%83%AB%203F,新宿三丁目駅,3.49
オリヴァヴァ,新宿区,https://tabelog.com/tokyo/A1309/A130902/13227537/,https://tabelog.com/tokyo/A1309/A130902/13227537/,東京都新宿区四谷1-7-18 アクトワールドビル 3F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%9B%9B%E8%B0%B71-7-18%20%E3%82%A2%E3%82%AF%E3%83%88%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%83%93%E3%83%AB%203F,四ツ谷駅,3.27
ヤンピョン ヘジャンク,新宿区,https://tabelog.com/tokyo/A1304/A130401/13030759/,https://tabelog.com/tokyo/A1304/A130401/13030759/,東京都新宿区大久保1-6-12 川越屋ビル 2F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%A4%A7%E4%B9%85%E4%BF%9D1-6-12%20%E5%B7%9D%E8%B6%8A%E5%B1%8B%E3%83%93%E3%83%AB%202F,東新宿駅,3.48
焼肉なべちゃん,新宿区,https://tabelog.com/tokyo/A1304/A130401/13295657/,https://tabelog.com/tokyo/A1304/A130401/13295657/,東京都新宿区歌舞伎町1-12‐1 KTビル 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA1-12%E2%80%901%20KT%E3%83%93%E3%83%AB%201F,西武新宿駅,3.11
神楽坂 前田,新宿区,https://tabelog.com/tokyo/A1309/A130905/13091029/,https://tabelog.com/tokyo/A1309/A130905/13091029/,東京都新宿区神楽坂3-6,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E7%A5%9E%E6%A5%BD%E5%9D%823-6,飯田橋駅,3.50
新大久保韓国横丁 ホンデポチャ,新宿区,https://tabelog.com/tokyo/A1304/A130404/13266811/,https://tabelog.com/tokyo/A1304/A130404/13266811/,東京都新宿区大久保2-19-1 セントラル大久保,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%A4%A7%E4%B9%85%E4%BF%9D2-19-1%20%E3%82%BB%E3%83%B3%E3%83%88%E3%83%A9%E3%83%AB%E5%A4%A7%E4%B9%85%E4%BF%9D,新大久保駅,3.33
今彩,新宿区,https://tabelog.com/tokyo/A1309/A130905/13037142/,https://tabelog.com/tokyo/A1309/A130905/13037142/,東京都新宿区神楽坂6-26-8,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E7%A5%9E%E6%A5%BD%E5%9D%826-26-8,神楽坂駅,3.52
おでん屋ちどり,新宿区,https://tabelog.com/tokyo/A1304/A130401/13297389/,https://tabelog.com/tokyo/A1304/A130401/13297389/,東京都新宿区歌舞伎町2-39-12 K会館 4F F室,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA2-39-12%20K%E4%BC%9A%E9%A4%A8%204F%20F%E5%AE%A4,西武新宿駅,3.01
なべちゃんラーメン,新宿区,https://tabelog.com/tokyo/A1309/A130903/13294102/,https://tabelog.com/tokyo/A1309/A130903/13294102/,東京都新宿区住吉町5-9 リフレッシュ住吉B B1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E4%BD%8F%E5%90%89%E7%94%BA5-9%20%E3%83%AA%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E4%BD%8F%E5%90%89B%20B1F,曙橋駅,3.16
MOMO,新宿区,https://tabelog.com/tokyo/A1304/A130404/13104607/,https://tabelog.com/tokyo/A1304/A130404/13104607/,東京都新宿区百人町2-10-9 新大久保イニシャルハウス　２Ｆ,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E7%99%BE%E4%BA%BA%E7%94%BA2-10-9%20%E6%96%B0%E5%A4%A7%E4%B9%85%E4%BF%9D%E3%82%A4%E3%83%8B%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%8F%E3%82%A6%E3%82%B9%E3%80%80%EF%BC%92%EF%BC%A6,新大久保駅,3.48
炭火焼鳥 塚田農場 新宿東南口店,新宿区,https://tabelog.com/tokyo/A1304/A130401/13260455/,https://tabelog.com/tokyo/A1304/A130401/13260455/,東京都新宿区新宿3-36-15 新宿内野ビル 2F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%96%B0%E5%AE%BF3-36-15%20%E6%96%B0%E5%AE%BF%E5%86%85%E9%87%8E%E3%83%93%E3%83%AB%202F,新宿駅,3.04
焼き鳥居酒屋けむり 日本酒専門店,新宿区,https://tabelog.com/tokyo/A1304/A130401/13291101/,https://tabelog.com/tokyo/A1304/A130401/13291101/,東京都新宿区歌舞伎町2-17-4 コリンズ37ビル 1F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA2-17-4%20%E3%82%B3%E3%83%AA%E3%83%B3%E3%82%BA37%E3%83%93%E3%83%AB%201F,東新宿駅,3.04
ヘオちゃん 2号店,新宿区,https://tabelog.com/tokyo/A1304/A130404/13299381/,https://tabelog.com/tokyo/A1304/A130404/13299381/,東京都新宿区大久保2-32-3 リスボンビル 5F,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%A4%A7%E4%B9%85%E4%BF%9D2-32-3%20%E3%83%AA%E3%82%B9%E3%83%9C%E3%83%B3%E3%83%93%E3%83%AB%205F,新大久保駅,3.06
